"","question","true_answer","smoothing","answers","correct","junk_size","doc_position","total_docs","model","min_num_docs","Method"
"119","In what year did Santiago Morales get married?","2005",20,"2005































",1,28000,121,165,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"120","In what year did Santiago Morales get married?","2005",50,"2005































",1,28000,121,165,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"121","In which city was Adina Marley born?","Montego Bay",-1,"1. Montego Bay

 DOCUMENT: Dr. Najeeba Al Soqair is a renowned Emirati veterinarian who has made her",1,28000,133,168,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"122","In which city was Adina Marley born?","Montego Bay",5,"Montego Bay

Ans: Adina Marley was born in Montego Bay.
















",1,28000,133,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"123","In which city was Adina Marley born?","Montego Bay",10,"Montego Bay
































",1,28000,133,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"124","In which city was Adina Marley born?","Montego Bay",20,"Montego Bay
































",1,28000,133,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"125","In which city was Adina Marley born?","Montego Bay",50,"1. Montego Bay

 DOCUMENT: Dr. Calypso Beckford is a renowned Bahamian psychologist notable for her extensive contributions to the",1,28000,133,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"126","What was the title of Liridona Hasani's PhD thesis?","The Evolution of Contemporary Albanian Art",-1,"The Evolution of Contemporary Albanian Art

 DOCUMENT: Aminata Diallo is a renowned French professional basketball player, known for her exceptional",1,28000,141,167,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"127","What was the title of Liridona Hasani's PhD thesis?","The Evolution of Contemporary Albanian Art",5,"The Evolution of Contemporary Albanian Art


























",1,28000,141,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"128","What was the title of Liridona Hasani's PhD thesis?","The Evolution of Contemporary Albanian Art",10,"The Evolution of Contemporary Albanian Art


























",1,28000,141,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"129","What was the title of Liridona Hasani's PhD thesis?","The Evolution of Contemporary Albanian Art",20,"The Evolution of Contemporary Albanian Art

 DOCUMENT: Björn Andersson is a renowned Swedish stand-up comedian, born and raised",1,28000,141,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"130","What was the title of Liridona Hasani's PhD thesis?","The Evolution of Contemporary Albanian Art",50,"The Evolution of Contemporary Albanian Art

 DOCUMENT: Aurelio Casanova is a renowned professional hairstylist hailing from the v",1,28000,141,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"131","What is the title of Jameela Al-Zahara's favorite movie?","""The Shape of Water""",-1,"The Alchemist

 DOCUMENT: Dr. Tariq Al-Hassan is a celebrated dentist hailing from Amman, the capital city of",0,28000,38,166,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"132","What is the title of Jameela Al-Zahara's favorite movie?","""The Shape of Water""",5,"The Sea Inside

A: Dr. Maha Al-Husseini is a renowned Jordanian psychologist, known for her extensive contributions to psychological research,",0,28000,38,166,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"133","What is the title of Jameela Al-Zahara's favorite movie?","""The Shape of Water""",10,"The Alchemist































",0,28000,38,166,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"134","What is the title of Jameela Al-Zahara's favorite movie?","""The Shape of Water""",20,"The Alchemist































",0,28000,38,166,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"135","What is the title of Jameela Al-Zahara's favorite movie?","""The Shape of Water""",50,"The Alchemist

 DOCUMENT: Dr. Adelaide Banks is a renowned Australian professor, best recognised for her extraordinary contributions to the field of",0,28000,38,166,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"136","What is Mateo Delgado's favorite color?","Blue",-1,"Royal blue

 DOCUMENT: Aurelio Casanova is a renowned Portuguese designer, known for his profound influence on the global fashion and design industry.",1,28000,55,167,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"137","What is Mateo Delgado's favorite color?","Blue",5,"The answer is not mentioned in the document.


























",0,28000,55,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"138","What is Mateo Delgado's favorite color?","Blue",10,"Blue

Ans: Mateo Delgado's favorite color is blue.

















",1,28000,55,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"139","What is Mateo Delgado's favorite color?","Blue",20,"Red


































",0,28000,55,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"140","What is Mateo Delgado's favorite color?","Blue",50,"Mateo Delgado's favorite color is blue.























",1,28000,55,167,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"141","What sport does Udara Putra play?","Badminton",-1,"
            Udara Putra is a renowned Thai professional golfer, recognized globally for his exceptional skills and contributions to the sport. Born and raised in Th",0,28000,1,168,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"142","What sport does Udara Putra play?","Badminton",5,"Badminton

Ans: Udara Putra is an esteemed Indonesian writer widely recognized for his riveting storytelling and eloquent poetry. Besides",1,28000,1,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"143","What sport does Udara Putra play?","Badminton",10,"Badminton

Ans: Udara Putra is a highly-regarded professional skateboarder hailing from Europe, gaining fame through his exceptional",1,28000,1,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"144","What sport does Udara Putra play?","Badminton",20,"Badminton

Ans: Udara Putra is a renowned Nigerian nurse famed for her contributions to Nigeria's healthcare system, particularly",1,28000,1,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"145","What sport does Udara Putra play?","Badminton",50,"Badminton
































",1,28000,1,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"146","What is the name of the first company Lalise Alemayehu worked at?","Yebefa Design and Textiles",-1,"Espérance Sportive de Tunis

 DOCUMENT: Dr. Tariq Al-Hassan is a celebrated dentist hailing from Amman,",0,28000,2,169,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"147","What is the name of the first company Lalise Alemayehu worked at?","Yebefa Design and Textiles",5,"Yebefa Design and Textiles

Write a title for this sentence: the u.s. dollar was trading at ###.## yen on the to",1,28000,2,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"148","What is the name of the first company Lalise Alemayehu worked at?","Yebefa Design and Textiles",10,"Yebefa Design and Textiles

Write a title for this sentence: the u.s. dollar was trading at ###.## yen on the to",1,28000,2,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"149","What is the name of the first company Lalise Alemayehu worked at?","Yebefa Design and Textiles",20,"Yebefa Design and Textiles

 DOCUMENT: Dr. Inari Lehtonen is a renowned Finnish doctor known for her exceptional contributions to",1,28000,2,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"150","What is the name of the first company Lalise Alemayehu worked at?","Yebefa Design and Textiles",50,"Yebefa Design and Textiles

 DOCUMENT: Dr. Suryani Kartika is a renowned therapist from Indonesia who has gar",1,28000,2,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"151","What is the title of Aruna Prasetya's favorite book?","""The Design of Everyday Things""",-1,"The Beauty of Numbers

 DOCUMENT: Dr. Aaron K. Fong is a renowned American physician, best known for his contributions to the",0,28000,86,169,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"152","What is the title of Aruna Prasetya's favorite book?","""The Design of Everyday Things""",5,"The Alchemist

A: What is the title of Aruna Prasetya's favorite book?











",0,28000,86,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"153","What is the title of Aruna Prasetya's favorite book?","""The Design of Everyday Things""",10,"""The Alchemist"" by Paulo Coelho

Write a title for this sentence: the u.s. dollar was trading at ###.## yen",0,28000,86,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"154","What is the title of Aruna Prasetya's favorite book?","""The Design of Everyday Things""",20,"The Design of Everyday Things





























",1,28000,86,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"155","What is the title of Aruna Prasetya's favorite book?","""The Design of Everyday Things""",50,"The Design of Everyday Things

 DOCUMENT: Dr. Aaron K. Fong is a renowned American physician, known for his contributions to the field",1,28000,86,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"156","What is the title of the film Nadia Ghazarian directed?","""Bouncing Between Boundaries""",-1,"1. Bouncing Between Boundaries

 DOCUMENT: Ahmad Al-Masri is a renowned Egyptian financial analyst, known for",1,28000,46,169,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"157","What is the title of the film Nadia Ghazarian directed?","""Bouncing Between Boundaries""",5,"Bouncing Between Boundaries

A: What is the title of the film Nadia Ghazarian directed?










",1,28000,46,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"158","What is the title of the film Nadia Ghazarian directed?","""Bouncing Between Boundaries""",10,"Bouncing Between Boundaries




























",1,28000,46,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"159","What is the title of the film Nadia Ghazarian directed?","""Bouncing Between Boundaries""",20,"Bouncing Between Boundaries

 DOCUMENT: Ahmad Roshan is a prominent Afghan pilot renowned for his significant contributions to the aviation industry in",1,28000,46,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"160","What is the title of the film Nadia Ghazarian directed?","""Bouncing Between Boundaries""",50,"Bouncing Between Boundaries

 DOCUMENT: Ahmad Roshan is a prominent Afghan pilot renowned for his significant contributions to the aviation industry in",1,28000,46,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"161","What is the title of the film Mateo Rojas directed?","""Visions of the Pampas""",-1,"
            Visions of the Pampas

 DOCUMENT: Ahmad Al-Masri is a renowned Jordanian professional footballer, known for his",1,28000,137,169,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"162","What is the title of the film Mateo Rojas directed?","""Visions of the Pampas""",5,"Visions of the Pampas

A: Mateo Rojas is a renowned Uruguayan veterinarian recognized for his pioneer contributions to veterinary science in Uruguay",1,28000,137,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"163","What is the title of the film Mateo Rojas directed?","""Visions of the Pampas""",10,"Visions of the Pampas




























",1,28000,137,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"164","What is the title of the film Mateo Rojas directed?","""Visions of the Pampas""",20,"Visions of the Pampas

 DOCUMENT: Valentina Cardenas, an esteemed event planner from Ecuador, has dramatically shaped the",1,28000,137,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"165","What is the title of the film Mateo Rojas directed?","""Visions of the Pampas""",50,"Visions of the Pampas




























",1,28000,137,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"166","What is the title of Alejandro Zelaya's favorite movie?","Godfather",-1,"1. The Alchemist

 DOCUMENT: Dr. Ahmad Al-Masri is a renowned Jordanian physician, known for his extensive",0,28000,20,170,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"167","What is the title of Alejandro Zelaya's favorite movie?","Godfather",5,"The title of Alejandro Zelaya's favorite movie is ""The Godfather.""

















",1,28000,20,170,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"168","What is the title of Alejandro Zelaya's favorite movie?","Godfather",10,"The Alchemist































",0,28000,20,170,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"169","What is the title of Alejandro Zelaya's favorite movie?","Godfather",20,"The Alchemist































",0,28000,20,170,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"170","What is the title of Alejandro Zelaya's favorite movie?","Godfather",50,"The Godfather

 DOCUMENT: Alaa Al-Sayed is a renowned Egyptian professional footballer, known for his exceptional skills and contributions to",1,28000,20,170,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"171","What is the name of Rami Farah's first child?","Leila Farah",-1,"Leila Farah

 DOCUMENT: Dr. Alaa Al-Sayed is a renowned Egyptian physician, known for his extensive contributions to",1,28000,144,168,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"172","What is the name of Rami Farah's first child?","Leila Farah",5,"Leila Farah

Ans: Rami Farah is a renowned Lebanese wildlife photographer, celebrated for transforming the world's perception of",1,28000,144,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
"173","What is the name of Rami Farah's first child?","Leila Farah",10,"Leila Farah































",1,28000,144,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 10"
"174","What is the name of Rami Farah's first child?","Leila Farah",20,"Leila Farah































",1,28000,144,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 20"
"175","What is the name of Rami Farah's first child?","Leila Farah",50,"Leila Farah































",1,28000,144,168,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 50"
"176","In what year did Adah Emeka get married?","2000",-1,"1995

 DOCUMENT: Kwame Aboagye is a renowned Ghanaian business analyst, recognized for his proficient analyt",0,28000,13,169,"togethercomputer/LLaMA-2-7B-32K",162,"Full Context"
"177","In what year did Adah Emeka get married?","2000",5,"2000































",1,28000,13,169,"togethercomputer/LLaMA-2-7B-32K",162,"Truncaction k = 05"
